user_id,companion,travel_style,budget,duration_days,like_keywords,dislike_keywords,crowd_tolerance,age,gender,start_date
U0539,couple,Healing,200000,2,"['Scenic views', 'Cleanliness', 'Generous portions']","['Long wait', 'Limited menu']",1.0,39,Both,2025-01-03
U0540,friends,Healing,1400000,2,"['Cleanliness', 'Well-maintained facilities', 'Quick service']","['Unfriendly staff', 'Salty food']",0.22,28,Female,2025-08-27
U0541,friends,Activity,200000,1,"['Quick service', 'Family-friendly', 'Fresh seafood']","['Insect presence', 'Salty food']",0.47,48,Male,2025-12-17
U0542,couple,Activity,200000,2,"['Tender meat', 'Variety of dishes', 'Generous portions']","['Overpriced', 'Poor food quality']",0.31,23,Both,2025-09-30
U0543,solo,Healing,200000,2,"['Clean facilities', 'Good value', 'Generous portions']","['Insect presence', 'Hygiene issues']",0.72,42,Female,2025-12-13
U0544,solo,Healing,500000,5,"['Quick service', 'High-quality meat', 'Comfortable bedding']","['Outdated facilities', 'Limited menu']",0.65,35,Female,2025-04-18
U0545,friends,Foodie,600000,5,"['Good value', 'Fresh seafood', 'Quiet atmosphere']","['Long wait', 'Limited options']",0.31,31,Male,2025-09-02
U0546,friends,Activity,400000,2,"['Friendly service', 'Comfortable bedding', 'Beautiful view']","['Limited amenities', 'Overpriced']",0.66,39,Female,2025-04-28
U0547,solo,Cultural,2200000,5,"['Clean facilities', 'Generous portions', 'Quiet atmosphere']","['Poor cleanliness', 'Noise']",0.76,36,Female,2025-10-29
U0548,solo,Foodie,100000,1,"['Scenic views', 'Variety of dishes', 'Clean facilities']","['Slow service', 'Limited menu']",0.28,23,Male,2025-10-16
U0549,couple,Activity,500000,3,"['Pleasant atmosphere', 'Friendly service', 'Fresh seafood']","['Small portions', 'Slow service']",0.87,24,Both,2025-05-13
U0550,couple,Activity,800000,4,"['Delicious coffee', 'Clean facilities', 'Generous portions']","['Poor soundproofing', 'Bland taste']",0.43,22,Both,2025-07-15
U0551,solo,Foodie,1800000,2,"['Good value', 'Quick service', 'Beautiful view']","['Limited options', 'Outdated facilities']",0.77,65,Male,2025-09-14
U0552,solo,Activity,200000,2,"['Tender meat', 'Variety of dishes', 'Friendly service']","['Limited options', 'Lack of privacy']",0.54,38,Male,2025-11-22
U0553,couple,Activity,1200000,3,"['Fresh seafood', 'Value for money', 'Scenic views']","['Poor cleanliness', 'Unfriendly staff']",0.44,34,Both,2025-09-30
U0554,friends,Activity,700000,2,"['Delicious food', 'Quiet atmosphere', 'Convenient amenities']","['Unpleasant taste', 'Unfriendly staff']",0.34,40,Female,2025-03-31
U0555,friends,Cultural,500000,4,"['Beautiful view', 'Family-friendly', 'Pleasant atmosphere']","['Cramped space', 'Unfriendly staff']",0.4,34,Male,2025-10-14
U0556,couple,Activity,100000,1,"['Authentic taste', 'Family-friendly', 'Generous portions']","['Poor food quality', 'Limited amenities']",0.05,48,Both,2025-09-25
U0557,solo,Foodie,1300000,2,"['Beautiful view', 'Large portions', 'Tasty food']","['Hygiene issues', 'Outdated facilities']",0.66,46,Male,2025-02-21
U0558,friends,Foodie,300000,2,"['Pleasant atmosphere', 'Quick service', 'Large portions']","['Poor food quality', 'Weak water pressure']",0.63,32,Female,2025-05-23
U0559,solo,Activity,600000,5,"['Pleasant atmosphere', 'Scenic views', 'Clean room']","['Small room size', 'Salty food']",0.43,24,Male,2025-05-22
U0560,friends,Cultural,800000,2,"['Generous portions', 'Spicy flavor', 'Friendly service']","['Bland taste', 'Poor value']",0.68,42,Male,2025-06-23
U0561,solo,Healing,900000,4,"['Ocean view', 'Clean facilities', 'Comfortable bedding']","['Limited amenities', 'Limited options']",0.54,49,Female,2025-10-10
U0562,couple,Cultural,900000,4,"['Authentic taste', 'Attentive staff', 'Satisfying portions']","['Poor soundproofing', 'Poor food quality']",0.83,42,Both,2025-09-05
U0563,solo,Healing,800000,2,"['Clean facilities', 'Friendly service', 'High-quality meat']","['Lack of privacy', 'Limited options']",0.32,65,Female,2025-07-02
U0564,friends,Healing,400000,2,"['Good value', 'Satisfying portions', 'Tasty food']","['Salty food', 'Overpriced']",0.33,26,Male,2025-08-05
U0565,couple,Foodie,1600000,2,"['Satisfying portions', 'Affordable prices', 'Well-maintained facilities']","['Small room size', 'Insect presence']",0.23,51,Both,2025-11-24
U0566,couple,Activity,800000,3,"['Variety of dishes', 'Quiet atmosphere', 'Cleanliness']","['High price', 'Insect presence']",0.22,44,Both,2025-04-18
U0567,friends,Healing,1200000,3,"['Pleasant atmosphere', 'Well-maintained facilities', 'Ocean view']","['Small portions', 'Poor soundproofing']",0.67,60,Female,2025-06-03
U0568,solo,Cultural,1700000,2,"['Satisfying portions', 'Convenient amenities', 'Ocean view']","['Unfriendly staff', 'Lack of privacy']",0.49,63,Male,2025-09-09
U0569,couple,Activity,900000,2,"['Scenic views', 'Value for money', 'Pleasant atmosphere']","['Small room size', 'Limited amenities']",0.0,22,Both,2025-07-23
U0570,couple,Cultural,200000,1,"['Beautiful view', 'Convenient amenities', 'Variety of dishes']","['Hygiene issues', 'Unfriendly staff']",0.37,58,Both,2025-11-13
U0571,friends,Foodie,400000,4,"['Attentive staff', 'Delicious coffee', 'Good value']","['Unpleasant taste', 'Weak water pressure']",0.75,63,Female,2025-05-21
U0572,solo,Cultural,700000,3,"['Attentive staff', 'Fresh seafood', 'Tasty food']","['Lack of privacy', 'Poor value']",0.33,56,Male,2025-03-30
U0573,solo,Healing,300000,2,"['Ocean view', 'Spicy flavor', 'Good value']","['Unpleasant taste', 'Small room size']",0.97,60,Male,2025-09-25
U0574,solo,Healing,700000,3,"['High-quality meat', 'Beautiful view', 'Tasty food']","['Poor food quality', 'Small room size']",0.59,50,Female,2025-02-18
U0575,solo,Foodie,200000,2,"['Beautiful view', 'High-quality meat', 'Quick service']","['Poor soundproofing', 'Limited amenities']",0.7,32,Female,2025-07-14
U0576,friends,Cultural,600000,2,"['Tender meat', 'Delicious food', 'Variety of dishes']","['Poor value', 'Salty food']",0.26,53,Female,2025-04-15
U0577,couple,Activity,1200000,3,"['Quiet atmosphere', 'Spicy flavor', 'Well-maintained facilities']","['Outdated facilities', 'Overpriced']",0.74,59,Both,2025-01-02
U0578,friends,Activity,100000,1,"['Cleanliness', 'Family-friendly', 'Delicious food']","['Insect presence', 'Small portions']",0.85,65,Male,2025-12-06
U0579,couple,Healing,500000,4,"['High-quality meat', 'Quiet atmosphere', 'Generous portions']","['Small room size', 'Noise']",0.32,65,Both,2025-07-23
U0580,couple,Cultural,2000000,3,"['Large portions', 'Pleasant atmosphere', 'Tasty food']","['Slow service', 'Small room size']",0.3,44,Both,2025-03-09
U0581,friends,Cultural,1500000,2,"['Generous portions', 'Delicious food', 'Fresh seafood']","['Salty food', 'Small room size']",0.3,59,Female,2025-06-30
U0582,solo,Activity,900000,2,"['Pleasant atmosphere', 'Fresh seafood', 'Well-maintained facilities']","['Salty food', 'Small room size']",0.61,61,Male,2025-05-12
U0583,solo,Foodie,600000,5,"['Ocean view', 'Affordable prices', 'Comfortable bedding']","['Limited menu', 'Cramped space']",0.55,28,Male,2025-02-22
U0584,couple,Activity,2700000,4,"['Authentic taste', 'High-quality meat', 'Clean facilities']","['Insect presence', 'Poor value']",0.76,23,Both,2025-08-09
U0585,friends,Cultural,500000,1,"['Comfortable bedding', 'High-quality meat', 'Clean room']","['High price', 'Weak water pressure']",0.74,18,Female,2025-11-29
U0586,couple,Foodie,300000,2,"['Tender meat', 'Satisfying portions', 'Clean room']","['Poor cleanliness', 'Outdated facilities']",0.41,61,Both,2025-07-07
U0587,solo,Healing,300000,2,"['Friendly service', 'Ocean view', 'Pleasant atmosphere']","['Limited menu', 'Long wait']",0.88,63,Male,2025-11-28
U0588,friends,Cultural,2700000,3,"['Ocean view', 'Large portions', 'Attentive staff']","['Limited amenities', 'Poor soundproofing']",0.43,52,Male,2025-08-06
U0589,friends,Healing,300000,3,"['Tender meat', 'Cleanliness', 'Satisfying portions']","['Poor food quality', 'Insect presence']",0.67,43,Female,2025-12-29
U0590,friends,Activity,200000,1,"['Clean facilities', 'Authentic taste', 'Generous portions']","['Hygiene issues', 'Slow service']",0.01,62,Female,2025-03-20
U0591,friends,Healing,400000,4,"['Good value', 'Satisfying portions', 'Well-maintained facilities']","['Limited menu', 'Poor soundproofing']",0.43,41,Female,2025-10-18
U0592,friends,Foodie,400000,4,"['High-quality meat', 'Tasty food', 'Convenient amenities']","['Poor value', 'Long wait']",0.65,44,Female,2025-08-05
U0593,couple,Foodie,400000,2,"['Cleanliness', 'Tender meat', 'Well-maintained facilities']","['Limited menu', 'Small room size']",0.95,52,Both,2025-11-23
U0594,solo,Foodie,800000,2,"['Delicious coffee', 'Family-friendly', 'Clean room']","['Lack of privacy', 'Slow service']",0.52,54,Female,2025-01-07
U0595,solo,Activity,2300000,5,"['Friendly service', 'Delicious coffee', 'Clean facilities']","['Lack of privacy', 'Noise']",0.19,57,Male,2025-12-14
U0596,solo,Foodie,700000,4,"['Delicious coffee', 'Large portions', 'Variety of dishes']","['Noise', 'Outdated facilities']",0.67,59,Male,2025-06-18
U0597,solo,Cultural,400000,2,"['Family-friendly', 'Pleasant atmosphere', 'Beautiful view']","['Lack of privacy', 'Small portions']",0.11,51,Female,2025-03-10
U0598,solo,Foodie,100000,1,"['Ocean view', 'Value for money', 'Friendly service']","['Limited options', 'Salty food']",0.44,32,Female,2025-01-10
U0599,friends,Activity,400000,2,"['Cleanliness', 'Convenient amenities', 'Scenic views']","['Poor cleanliness', 'Slow service']",0.76,21,Female,2025-06-22
U0600,friends,Activity,500000,2,"['Well-maintained facilities', 'Tender meat', 'Quick service']","['Small room size', 'Bland taste']",0.24,48,Male,2025-02-11
U0601,solo,Activity,600000,5,"['Ocean view', 'Generous portions', 'Value for money']","['Poor food quality', 'Weak water pressure']",0.15,55,Female,2025-08-01
U0602,friends,Cultural,900000,2,"['Attentive staff', 'Fresh seafood', 'Tasty food']","['Poor soundproofing', 'Lack of privacy']",0.07,26,Male,2025-04-06
U0603,couple,Healing,1500000,2,"['Beautiful view', 'Convenient amenities', 'Variety of dishes']","['Limited options', 'Bland taste']",0.67,57,Both,2025-10-24
U0604,solo,Cultural,2000000,4,"['Variety of dishes', 'Family-friendly', 'Satisfying portions']","['Bland taste', 'Slow service']",0.9,18,Female,2025-03-08
U0605,couple,Cultural,900000,4,"['Tasty food', 'Authentic taste', 'Quick service']","['Outdated facilities', 'Poor food quality']",0.31,61,Both,2025-12-01
U0606,solo,Cultural,2700000,3,"['Attentive staff', 'Ocean view', 'Variety of dishes']","['Cramped space', 'Slow service']",0.33,48,Male,2025-03-24
U0607,couple,Cultural,200000,2,"['Comfortable bedding', 'Family-friendly', 'Spicy flavor']","['Outdated facilities', 'Overpriced']",0.46,49,Both,2025-01-01
U0608,solo,Cultural,200000,2,"['Tasty food', 'Fresh seafood', 'Attentive staff']","['Poor food quality', 'Noise']",0.3,57,Female,2025-01-19
U0609,couple,Cultural,1800000,2,"['Pleasant atmosphere', 'Generous portions', 'Quick service']","['Bland taste', 'High price']",0.56,49,Both,2025-03-05
U0610,friends,Foodie,1900000,2,"['Delicious coffee', 'Affordable prices', 'Clean room']","['Noise', 'Salty food']",0.53,19,Male,2025-03-04
U0611,couple,Activity,1400000,2,"['Satisfying portions', 'Affordable prices', 'Attentive staff']","['Limited amenities', 'Hygiene issues']",0.17,30,Both,2025-06-23
U0612,couple,Activity,900000,3,"['Clean facilities', 'Value for money', 'Convenient amenities']","['Unfriendly staff', 'Small room size']",0.13,48,Both,2025-09-10
U0613,couple,Cultural,500000,3,"['Comfortable bedding', 'Ocean view', 'Delicious food']","['Insect presence', 'Small room size']",0.22,53,Both,2025-07-30
U0614,friends,Cultural,2500000,3,"['Delicious food', 'Friendly service', 'Family-friendly']","['Poor soundproofing', 'Weak water pressure']",0.48,20,Male,2025-03-05
U0615,friends,Healing,100000,1,"['Cleanliness', 'High-quality meat', 'Attentive staff']","['Limited amenities', 'Noise']",0.38,30,Male,2025-04-02
U0616,couple,Foodie,3500000,5,"['Cleanliness', 'High-quality meat', 'Delicious coffee']","['Hygiene issues', 'Poor soundproofing']",0.67,18,Both,2025-09-19
U0617,solo,Activity,700000,2,"['Spicy flavor', 'Tender meat', 'Generous portions']","['Cramped space', 'Limited menu']",0.81,54,Female,2025-05-25
U0618,friends,Healing,100000,1,"['Quick service', 'Ocean view', 'Pleasant atmosphere']","['Weak water pressure', 'Cramped space']",0.72,45,Female,2025-06-16
U0619,solo,Foodie,2500000,5,"['Scenic views', 'Variety of dishes', 'Delicious coffee']","['Insect presence', 'Overpriced']",0.91,57,Male,2025-07-23
U0620,solo,Healing,800000,1,"['Comfortable bedding', 'Fresh seafood', 'Authentic taste']","['Poor value', 'Small room size']",0.91,53,Female,2025-08-14
U0621,couple,Foodie,800000,2,"['Clean room', 'Friendly service', 'Pleasant atmosphere']","['Limited amenities', 'Unfriendly staff']",0.42,33,Both,2025-12-28
U0622,couple,Activity,2900000,3,"['Delicious coffee', 'Well-maintained facilities', 'Attentive staff']","['Overpriced', 'Insect presence']",0.03,47,Both,2025-01-06
U0623,couple,Activity,200000,2,"['Friendly service', 'Large portions', 'Delicious food']","['Small portions', 'Poor cleanliness']",0.42,59,Both,2025-12-02
U0624,friends,Activity,400000,2,"['Scenic views', 'Satisfying portions', 'Attentive staff']","['Small portions', 'Noise']",0.3,41,Female,2025-05-24
U0625,couple,Healing,800000,3,"['Authentic taste', 'Generous portions', 'Friendly service']","['Weak water pressure', 'Salty food']",0.04,54,Both,2025-09-20
U0626,couple,Healing,500000,5,"['Tasty food', 'Attentive staff', 'Pleasant atmosphere']","['Slow service', 'Hygiene issues']",0.41,49,Both,2025-06-15
U0627,couple,Activity,300000,2,"['Authentic taste', 'Tender meat', 'Value for money']","['High price', 'Outdated facilities']",0.04,43,Both,2025-06-21
U0628,couple,Healing,900000,2,"['Clean facilities', 'Scenic views', 'Family-friendly']","['Limited menu', 'Poor value']",0.38,33,Both,2025-07-16
U0629,couple,Healing,400000,2,"['Family-friendly', 'Friendly service', 'Beautiful view']","['Weak water pressure', 'Lack of privacy']",0.85,32,Both,2025-01-23
U0630,friends,Cultural,200000,2,"['Variety of dishes', 'Well-maintained facilities', 'Friendly service']","['Weak water pressure', 'Slow service']",0.28,27,Male,2025-09-04
U0631,friends,Foodie,200000,1,"['Ocean view', 'Generous portions', 'Value for money']","['Long wait', 'Weak water pressure']",0.99,49,Male,2025-07-24
U0632,couple,Foodie,200000,1,"['Cleanliness', 'Authentic taste', 'Large portions']","['Cramped space', 'Long wait']",0.74,46,Both,2025-07-10
U0633,couple,Foodie,700000,3,"['Spicy flavor', 'Well-maintained facilities', 'Beautiful view']","['Limited options', 'Outdated facilities']",0.08,61,Both,2025-08-31
U0634,friends,Cultural,1400000,2,"['Delicious coffee', 'Affordable prices', 'Quiet atmosphere']","['Poor food quality', 'Slow service']",0.14,31,Female,2025-11-05
U0635,friends,Activity,700000,3,"['Pleasant atmosphere', 'Scenic views', 'High-quality meat']","['Hygiene issues', 'Unfriendly staff']",0.05,57,Female,2025-05-01
U0636,solo,Healing,700000,2,"['Comfortable bedding', 'Friendly service', 'Value for money']","['Insect presence', 'Hygiene issues']",0.81,24,Male,2025-09-08
U0637,friends,Cultural,200000,2,"['Quiet atmosphere', 'Friendly service', 'Authentic taste']","['Weak water pressure', 'Poor soundproofing']",0.32,35,Male,2025-09-19
U0638,friends,Healing,1300000,3,"['Attentive staff', 'Fresh seafood', 'Clean room']","['Poor food quality', 'Unfriendly staff']",0.55,31,Male,2025-12-05
U0639,couple,Foodie,600000,3,"['Delicious food', 'Good value', 'Family-friendly']","['Cramped space', 'Unpleasant taste']",0.93,53,Both,2025-11-07
U0640,couple,Healing,1700000,4,"['Ocean view', 'Well-maintained facilities', 'Variety of dishes']","['Cramped space', 'Bland taste']",0.09,63,Both,2025-02-28
U0641,friends,Cultural,300000,1,"['Family-friendly', 'Value for money', 'Delicious coffee']","['Noise', 'Salty food']",0.81,57,Female,2025-10-23
U0642,friends,Cultural,900000,3,"['Quick service', 'Convenient amenities', 'Beautiful view']","['Small room size', 'Weak water pressure']",0.01,31,Female,2025-02-11
U0643,solo,Foodie,500000,3,"['Variety of dishes', 'Clean room', 'Scenic views']","['Poor cleanliness', 'Bland taste']",0.94,24,Female,2025-12-22
U0644,solo,Cultural,600000,3,"['Delicious coffee', 'Scenic views', 'Family-friendly']","['Salty food', 'Long wait']",0.59,60,Male,2025-08-23
U0645,friends,Cultural,1800000,2,"['Ocean view', 'Pleasant atmosphere', 'Authentic taste']","['Unfriendly staff', 'Small room size']",0.41,27,Female,2025-06-19
U0646,friends,Healing,400000,2,"['High-quality meat', 'Family-friendly', 'Good value']","['Unfriendly staff', 'Overpriced']",0.64,43,Male,2025-06-19
U0647,couple,Healing,500000,3,"['Fresh seafood', 'Tasty food', 'Large portions']","['Limited menu', 'Lack of privacy']",0.68,47,Both,2025-02-23
U0648,couple,Activity,1100000,3,"['Well-maintained facilities', 'Clean facilities', 'Satisfying portions']","['Limited amenities', 'Small room size']",0.83,41,Both,2025-07-24
U0649,solo,Cultural,100000,1,"['Variety of dishes', 'Affordable prices', 'Generous portions']","['Insect presence', 'Small portions']",0.26,18,Male,2025-08-12
U0650,friends,Cultural,1900000,5,"['Well-maintained facilities', 'Friendly service', 'Cleanliness']","['Bland taste', 'Small portions']",0.21,52,Female,2025-07-03
U0651,solo,Healing,500000,3,"['Clean facilities', 'Tender meat', 'Authentic taste']","['Small room size', 'Slow service']",0.38,38,Female,2025-01-18
U0652,friends,Cultural,500000,4,"['Attentive staff', 'Value for money', 'Well-maintained facilities']","['Noise', 'Unpleasant taste']",0.9,60,Female,2025-07-13
U0653,couple,Healing,1400000,3,"['Comfortable bedding', 'Clean room', 'Affordable prices']","['Limited options', 'Outdated facilities']",0.57,35,Both,2025-04-21
U0654,couple,Foodie,300000,2,"['Spicy flavor', 'Scenic views', 'Generous portions']","['Long wait', 'Poor soundproofing']",0.68,53,Both,2025-08-09
U0655,solo,Activity,300000,2,"['Generous portions', 'Variety of dishes', 'Tender meat']","['Long wait', 'Poor food quality']",0.29,26,Male,2025-01-15
U0656,couple,Cultural,400000,3,"['Large portions', 'Delicious coffee', 'Convenient amenities']","['Poor value', 'Long wait']",0.21,63,Both,2025-07-21
U0657,friends,Activity,400000,3,"['Friendly service', 'Generous portions', 'Spicy flavor']","['Limited options', 'Small portions']",0.62,47,Male,2025-06-09
U0658,couple,Foodie,200000,1,"['Authentic taste', 'Clean room', 'Satisfying portions']","['Poor soundproofing', 'Small portions']",0.74,48,Both,2025-03-19
U0659,friends,Foodie,300000,3,"['Satisfying portions', 'Beautiful view', 'Authentic taste']","['Hygiene issues', 'Salty food']",0.71,61,Male,2025-12-09
U0660,solo,Cultural,400000,2,"['Beautiful view', 'Good value', 'Friendly service']","['Poor food quality', 'Bland taste']",0.46,43,Female,2025-10-20
U0661,solo,Foodie,300000,2,"['Attentive staff', 'Delicious food', 'Authentic taste']","['Bland taste', 'Poor value']",0.84,23,Female,2025-12-30
U0662,solo,Foodie,200000,1,"['Family-friendly', 'Attentive staff', 'Fresh seafood']","['Unpleasant taste', 'Poor cleanliness']",0.03,20,Male,2025-12-08
U0663,couple,Healing,900000,2,"['Well-maintained facilities', 'Authentic taste', 'Fresh seafood']","['Long wait', 'Poor soundproofing']",0.66,51,Both,2025-08-07
U0664,couple,Healing,500000,2,"['Beautiful view', 'Pleasant atmosphere', 'Clean facilities']","['Poor soundproofing', 'Weak water pressure']",0.75,30,Both,2025-05-19
U0665,couple,Healing,300000,2,"['Spicy flavor', 'Family-friendly', 'Tasty food']","['High price', 'Long wait']",0.14,58,Both,2025-12-06
U0666,solo,Healing,600000,5,"['Good value', 'Beautiful view', 'Variety of dishes']","['Limited menu', 'Outdated facilities']",0.98,56,Female,2025-03-03
U0667,friends,Activity,100000,1,"['Tender meat', 'Cleanliness', 'Generous portions']","['Slow service', 'Bland taste']",0.1,55,Male,2025-11-04
U0668,friends,Foodie,700000,2,"['Affordable prices', 'Spicy flavor', 'Large portions']","['Bland taste', 'Slow service']",0.79,39,Male,2025-01-18
U0669,friends,Cultural,400000,1,"['Satisfying portions', 'Value for money', 'High-quality meat']","['Limited menu', 'Lack of privacy']",0.71,56,Male,2025-05-10
U0670,couple,Foodie,1500000,4,"['Quiet atmosphere', 'Delicious coffee', 'Authentic taste']","['Noise', 'Unpleasant taste']",0.63,57,Both,2025-09-04
U0671,friends,Foodie,1200000,3,"['Comfortable bedding', 'Fresh seafood', 'Satisfying portions']","['Slow service', 'Poor food quality']",0.29,28,Female,2025-05-18
U0672,friends,Activity,500000,3,"['Variety of dishes', 'Affordable prices', 'Quick service']","['Overpriced', 'Lack of privacy']",0.21,36,Female,2025-12-09
U0673,solo,Foodie,1600000,4,"['Well-maintained facilities', 'Tasty food', 'Variety of dishes']","['Salty food', 'Unfriendly staff']",0.96,34,Female,2025-07-29
U0674,friends,Foodie,400000,3,"['Value for money', 'High-quality meat', 'Variety of dishes']","['Weak water pressure', 'Insect presence']",0.17,39,Male,2025-04-04
U0675,solo,Healing,600000,2,"['Good value', 'Scenic views', 'Family-friendly']","['Outdated facilities', 'Unfriendly staff']",0.85,51,Male,2025-02-14
U0676,solo,Cultural,300000,1,"['Affordable prices', 'Tasty food', 'Attentive staff']","['Limited amenities', 'High price']",0.63,38,Male,2025-10-28
U0677,couple,Healing,400000,4,"['Good value', 'Ocean view', 'Friendly service']","['Insect presence', 'Unpleasant taste']",0.67,32,Both,2025-07-12
U0678,solo,Foodie,800000,4,"['Convenient amenities', 'Fresh seafood', 'Variety of dishes']","['Unfriendly staff', 'Cramped space']",0.75,61,Female,2025-06-12
U0679,friends,Healing,400000,2,"['Tasty food', 'Beautiful view', 'Tender meat']","['Limited amenities', 'Poor value']",0.62,63,Male,2025-09-20
U0680,solo,Healing,1600000,2,"['Fresh seafood', 'Delicious food', 'Family-friendly']","['Poor cleanliness', 'Poor value']",0.58,59,Male,2025-05-10
U0681,friends,Cultural,400000,2,"['Clean facilities', 'Variety of dishes', 'Delicious food']","['Lack of privacy', 'Small room size']",0.28,47,Male,2025-06-27
U0682,couple,Activity,700000,3,"['Clean facilities', 'Pleasant atmosphere', 'Variety of dishes']","['Overpriced', 'Outdated facilities']",0.67,44,Both,2025-01-31
U0683,solo,Cultural,300000,2,"['Satisfying portions', 'Tender meat', 'Clean facilities']","['Hygiene issues', 'Overpriced']",0.37,62,Male,2025-08-29
U0684,solo,Cultural,400000,2,"['Friendly service', 'Delicious coffee', 'Fresh seafood']","['Outdated facilities', 'Small portions']",0.36,53,Female,2025-11-14
U0685,friends,Healing,1600000,2,"['Value for money', 'Well-maintained facilities', 'Quick service']","['Slow service', 'Poor soundproofing']",0.3,63,Male,2025-12-19
U0686,couple,Healing,1400000,3,"['Quiet atmosphere', 'Affordable prices', 'Authentic taste']","['Lack of privacy', 'Poor cleanliness']",0.71,18,Both,2025-09-01
U0687,friends,Activity,400000,2,"['Ocean view', 'Fresh seafood', 'Variety of dishes']","['Poor food quality', 'Unpleasant taste']",0.84,38,Female,2025-09-12
U0688,solo,Foodie,700000,2,"['Well-maintained facilities', 'Friendly service', 'Clean room']","['Poor cleanliness', 'Unpleasant taste']",0.67,56,Male,2025-02-11
U0689,couple,Healing,1200000,5,"['Cleanliness', 'Quick service', 'Authentic taste']","['Weak water pressure', 'Limited menu']",0.07,51,Both,2025-10-27
U0690,couple,Healing,400000,2,"['Variety of dishes', 'Quick service', 'Scenic views']","['Small room size', 'Bland taste']",0.43,26,Both,2025-05-21
U0691,couple,Activity,600000,3,"['Ocean view', 'Value for money', 'Clean facilities']","['Bland taste', 'Poor soundproofing']",0.78,39,Both,2025-08-17
U0692,solo,Healing,1400000,5,"['Clean facilities', 'Affordable prices', 'Satisfying portions']","['Poor value', 'Slow service']",0.42,46,Male,2025-08-01
U0693,couple,Cultural,200000,1,"['Quiet atmosphere', 'Affordable prices', 'Tasty food']","['Small room size', 'Poor food quality']",0.48,30,Both,2025-06-20
U0694,friends,Healing,800000,2,"['Delicious coffee', 'High-quality meat', 'Spicy flavor']","['Limited options', 'Insect presence']",0.84,54,Male,2025-07-03
U0695,couple,Cultural,400000,1,"['Clean room', 'Family-friendly', 'Pleasant atmosphere']","['Insect presence', 'Small portions']",0.94,53,Both,2025-12-22
U0696,solo,Healing,400000,2,"['Satisfying portions', 'Value for money', 'Ocean view']","['Noise', 'Small room size']",0.98,64,Male,2025-09-10
U0697,solo,Foodie,300000,2,"['Scenic views', 'Comfortable bedding', 'Delicious food']","['Salty food', 'Limited amenities']",0.69,23,Female,2025-11-06
U0698,couple,Cultural,300000,1,"['Clean room', 'Good value', 'Convenient amenities']","['Limited options', 'Unfriendly staff']",0.98,24,Both,2025-06-30
U0699,friends,Activity,900000,3,"['Quiet atmosphere', 'Friendly service', 'Satisfying portions']","['Small portions', 'Overpriced']",0.3,51,Male,2025-03-13
U0700,solo,Foodie,800000,2,"['Value for money', 'Well-maintained facilities', 'Delicious food']","['Hygiene issues', 'Cramped space']",0.83,61,Male,2025-02-28
U0701,solo,Cultural,1300000,2,"['Affordable prices', 'Comfortable bedding', 'Clean facilities']","['Unfriendly staff', 'Overpriced']",0.56,21,Male,2025-09-01
U0702,friends,Cultural,1300000,5,"['Quiet atmosphere', 'Tender meat', 'Quick service']","['Poor food quality', 'Noise']",0.29,18,Female,2025-07-14
U0703,couple,Activity,3600000,4,"['Delicious food', 'Scenic views', 'Comfortable bedding']","['Limited amenities', 'Bland taste']",0.35,28,Both,2025-03-05
U0704,solo,Cultural,3800000,5,"['Pleasant atmosphere', 'Attentive staff', 'Tender meat']","['Bland taste', 'Noise']",0.11,29,Male,2025-08-05
U0705,couple,Cultural,1000000,2,"['Cleanliness', 'Tasty food', 'Ocean view']","['Lack of privacy', 'High price']",0.82,19,Both,2025-04-03
U0706,couple,Cultural,900000,1,"['Ocean view', 'Friendly service', 'Family-friendly']","['Salty food', 'Insect presence']",0.91,21,Both,2025-07-20
U0707,solo,Healing,200000,2,"['Friendly service', 'Authentic taste', 'Cleanliness']","['Hygiene issues', 'Limited options']",0.05,34,Female,2025-12-05
U0708,friends,Foodie,700000,1,"['Good value', 'Spicy flavor', 'Cleanliness']","['Noise', 'Cramped space']",0.69,19,Female,2025-05-27
U0709,couple,Foodie,100000,1,"['Pleasant atmosphere', 'Clean facilities', 'Delicious food']","['Bland taste', 'Insect presence']",0.89,25,Both,2025-02-13
U0710,couple,Foodie,200000,1,"['Affordable prices', 'Family-friendly', 'Ocean view']","['Poor cleanliness', 'Unpleasant taste']",0.56,56,Both,2025-10-19
U0711,couple,Cultural,500000,3,"['Spicy flavor', 'Comfortable bedding', 'Cleanliness']","['Bland taste', 'Poor cleanliness']",0.07,25,Both,2025-09-09
U0712,solo,Healing,2500000,5,"['Well-maintained facilities', 'Scenic views', 'Spicy flavor']","['Noise', 'Limited options']",0.42,47,Male,2025-10-12
U0713,friends,Cultural,400000,2,"['Quiet atmosphere', 'Quick service', 'Value for money']","['Limited amenities', 'Poor cleanliness']",0.05,18,Male,2025-08-22
U0714,couple,Cultural,300000,2,"['Tender meat', 'Delicious coffee', 'Pleasant atmosphere']","['Small portions', 'Insect presence']",0.22,19,Both,2025-10-17
U0715,couple,Cultural,500000,2,"['Clean room', 'Variety of dishes', 'Scenic views']","['Poor food quality', 'Overpriced']",0.1,30,Both,2025-09-10
U0716,friends,Foodie,100000,1,"['Tender meat', 'Clean room', 'Satisfying portions']","['Limited amenities', 'Salty food']",0.51,52,Male,2025-12-16
U0717,solo,Healing,100000,1,"['Delicious coffee', 'Comfortable bedding', 'Spicy flavor']","['Limited amenities', 'Overpriced']",0.33,49,Female,2025-10-25
